budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,tittle,cast,director
18000000,"['Drama', 'Comedy']",Unknown,194662,"['times square', 'superhero', 'long take']",en,Birdman,"A fading actor best known for his portrayal of a popular superhero attempts to mount a comeback by appearing in a Broadway play. As opening night approaches, his attempts to become more altruistic, rebuild his career, and reconnect with friends and family prove more difficult than expected.",89.811154,"['Worldview Entertainment', 'New Regency Pictures', 'TSG Entertainment']",['United States of America'],2014,103215094,119.0,['English'],Released,or (The Unexpected Virtue of Ignorance),Birdman,7.4,4535,Birdman,"['Michael Keaton', 'Emma Stone', 'Zach Galifianakis']",Alejandro González Iñárritu
18000000,"['Adventure', 'Drama', 'Thriller']",Unknown,44115,"['mountains', 'despair', 'adventure']",en,127 Hours,The true story of mountain climber Aron Ralston's remarkable adventure to save himself after a fallen boulder crashes on his arm and traps him in an isolated canyon in Utah.,52.464877,"['Fox Searchlight Pictures', 'Warner Bros.', 'Cloud Eight Films']","['United Kingdom', 'United States of America']",2010,35692920,94.0,['English'],Released,There is no force more powerful than the will to live.,127 Hours,7.0,2606,127 Hours,"['James Franco', 'Kate Mara', 'Amber Tamblyn']",Danny Boyle
20000000,['Comedy'],http://www.areyousuperbad.com/,8363,"['becoming an adult', 'high school', 'young people']",en,Superbad,"High school best buddies are facing separation anxiety as they prepare to go off to college. While attempting to score alcohol for a party with help from a fake ID-toting friend, the guys' evening takes a turn into chaotic territory.",33.436092,"['Columbia Pictures', 'Apatow Productions']",['United States of America'],2007,121463226,113.0,['English'],Released,Come and Get Some!,Superbad,7.0,2100,Superbad,"['Jonah Hill', 'Michael Cera', 'Christopher Mintz-Plasse']",Greg Mottola
18500000,"['Horror', 'Action', 'Thriller']",Unknown,679,"['android', 'extraterrestrial technology', 'space marine']",en,Aliens,"When Ripley's lifepod is found by a salvage crew over 50 years later, she finds that terra-formers are on the very planet they found the alien species. When the company sends a family of colonists out to investigate her story, all contact is lost with the planet and colonists. They enlist Ripley and the colonial marines to return and search for answers.",67.66094,"['Twentieth Century Fox Film Corporation', 'SLM Production Group', 'Brandywine Productions']","['United Kingdom', 'United States of America']",1986,183316455,137.0,['English'],Released,This Time It's War,Aliens,7.7,3220,Aliens,"['Sigourney Weaver', 'Michael Biehn', 'James Remar']",James Cameron
17000000,"['Comedy', 'Music', 'Romance']",http://www.pitchperfectmovie.com/,114150,"['competition', 'roommate', 'college']",en,Pitch Perfect,"College student Beca knows she does not want to be part of a clique, but that's exactly where she finds herself after arriving at her new school. Thrust in among mean gals, nice gals and just plain weird gals, Beca finds that the only thing they have in common is how well they sing together. She takes the women of the group out of their comfort zone of traditional arrangements and into a world of amazing harmonic combinations in a fight to the top of college music competitions.",32.746486,['Brownstone Productions'],['United States of America'],2012,115350426,112.0,['English'],Released,Get pitch slapped.,Pitch Perfect,7.3,2247,Pitch Perfect,"['Anna Kendrick', 'Skylar Astin', 'Brittany Snow']",Jason Moore
16400000,['Drama'],Unknown,207,"['individual', 'philosophy', 'poetry']",en,Dead Poets Society,"At an elite, old-fashioned boarding school in New England, a passionate English teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster.",55.458584,"['Touchstone Pictures', 'Silver Screen Partners IV']",['United States of America'],1989,235860116,129.0,['English'],Released,He was their inspiration. He made their lives extraordinary.,Dead Poets Society,8.1,2705,Dead Poets Society,"['Robin Williams', 'Ethan Hawke', 'Robert Sean Leonard']",Peter Weir
16000000,['Comedy'],Unknown,8467,"['gas station', 'motel', 'utah']",en,Dumb and Dumber,"Lloyd and Harry are two men whose stupidity is really indescribable. When Mary, a beautiful woman, loses an important suitcase with money before she leaves for Aspen, the two friends (who have found the suitcase) decide to return it to her. After some ""adventures"" they finally get to Aspen where, using the lost money they live it up and fight for Mary's heart.",35.777067,"['New Line Cinema', 'Motion Picture Corporation of America (MPCA)']",['United States of America'],1994,247275374,107.0,['English'],Released,"What the one doesn't have, the other is missing.",Dumb and Dumber,6.5,1859,Dumb and Dumber,"['Jim Carrey', 'Jeff Daniels', 'Lauren Holly']",Bobby Farrelly
19000000,"['Fantasy', 'Drama', 'War']",http://www.panslabyrinth.com,1417,"['spain', 'resistance', 'servant']",es,El laberinto del fauno,"Living with her tyrannical stepfather in a new home with her pregnant mother, 10-year-old Ofelia feels alone until she explores a decaying labyrinth guarded by a mysterious faun who claims to know her destiny. If she wishes to return to her real father, Ofelia must complete three terrifying tasks.",90.809408,"['Estudios Picasso', 'Esperanto Filmoj', 'Tequila Gang']","['Spain', 'United States of America', 'Mexico']",2006,83258226,118.0,['Español'],Released,What happens when make-believe believes it's real?,Pan's Labyrinth,7.6,3041,Pan's Labyrinth,"['Ivana Baquero', 'Maribel Verdú', 'Sergi López']",Guillermo del Toro
12000000,"['Crime', 'Action', 'Comedy']",http://www.universalstudiosentertainment.com/hot-fuzz/,4638,"['village', 'arrest', 'police']",en,Hot Fuzz,"Top London cop, PC Nicholas Angel is good. Too good.  To stop the rest of his team from looking bad, he is reassigned to the quiet town of Sandford, paired with simple country cop, and everything seems quiet until two actors are found decapitated. It is addressed as an accident, but Angel isn't going to accept that, especially when more and more people turn up dead.",38.623178,"['Universal Pictures', 'Big Talk Productions', 'StudioCanal']",['United Kingdom'],2007,80573774,121.0,['English'],Released,Big cops. Small town. Moderate violence.,Hot Fuzz,7.4,2199,Hot Fuzz,"['Simon Pegg', 'Nick Frost', 'Jim Broadbent']",Edgar Wright
18000000,"['Comedy', 'Family']",https://www.foxconnect.com/home-alone-4.html,771,"['holiday', 'burglar', 'home invasion']",en,Home Alone,"Eight-year-old Kevin McCallister makes the most of the situation after his family unwittingly leaves him behind when they go on Christmas vacation. But when a pair of bungling burglars set their sights on Kevin's house, the plucky kid stands ready to defend his territory. By planting booby traps galore, adorably mischievous Kevin stands his ground as his frantic mother attempts to race home before.",2.186927,"['Twentieth Century Fox Film Corporation', 'Hughes Entertainment']",['United States of America'],1990,476684675,103.0,['English'],Released,A Family Comedy Without the Family.,Home Alone,7.1,2414,Home Alone,"['Macaulay Culkin', 'Joe Pesci', 'Daniel Stern']",Chris Columbus
15000000,['Drama'],http://www.dreamworks.com/ab/,14,"['male nudity', 'female nudity', 'adultery']",en,American Beauty,"Lester Burnham, a depressed suburban father in a mid-life crisis, decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend.",80.878605,"['DreamWorks SKG', 'Jinks/Cohen Company']",['United States of America'],1999,356296601,122.0,['English'],Released,Look closer.,American Beauty,7.9,3313,American Beauty,"['Kevin Spacey', 'Annette Bening', 'Thora Birch']",Sam Mendes
15000000,"['Drama', 'History']",http://www.kingsspeech.com/,45269,"['great britain', 'radio', 'monarchy']",en,The King's Speech,"The King's Speech tells the story of the man who became King George VI, the father of Queen Elizabeth II. After his brother abdicates, George ('Bertie') reluctantly assumes the throne. Plagued by a dreaded stutter and considered unfit to be king, Bertie engages the help of an unorthodox speech therapist named Lionel Logue. Through a set of unexpected techniques, and as a result of an unlikely friendship, Bertie is able to find his voice and boldly lead the country into war.",54.053576,"['The Weinstein Company', 'UK Film Council', 'Bedlam Productions']",['United Kingdom'],2010,414211549,118.0,['English'],Released,Find your voice.,The King's Speech,7.6,2752,The King's Speech,"['Colin Firth', 'Geoffrey Rush', 'Helena Bonham Carter']",Tom Hooper
14000000,"['History', 'Drama', 'Thriller']",http://theimitationgamemovie.com/,205596,"['gay', 'england', 'world war ii']",en,The Imitation Game,"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.",145.364591,"['Black Bear Pictures', 'Bristol Automotive']",['United Kingdom'],2014,233555708,113.0,['English'],Released,The true enigma was the man who cracked the code.,The Imitation Game,8.0,5723,The Imitation Game,"['Benedict Cumberbatch', 'Keira Knightley', 'Matthew Goode']",Morten Tyldum
15000000,"['Drama', 'Romance']",http://www.focusfeatures.com/the_theory_of_everything,266856,"['wife husband relationship', 'biography', 'physicist']",en,The Theory of Everything,"The Theory of Everything is the extraordinary story of one of the world’s greatest living minds, the renowned astrophysicist Stephen Hawking, who falls deeply in love with fellow Cambridge student Jane Wilde.",61.182331,['Working Title Films'],['United Kingdom'],2014,123726688,123.0,"['Latin', 'English', 'Français']",Released,His Mind Changed Our World. Her Love Changed His.,The Theory of Everything,7.8,3311,The Theory of Everything,"['Eddie Redmayne', 'Felicity Jones', 'Charlie Cox']",James Marsh
15000000,"['Drama', 'Action', 'Thriller']",http://www.sonypictures.com/movies/drive/,64690,"['stuntman', 'blood splatter', 'independent film']",en,Drive,A Hollywood stunt performer who moonlights as a wheelman for criminals discovers that a contract has been put on him after a heist gone wrong.,49.294864,"['Bold Films', 'Marc Platt Productions', 'Odd Lot Entertainment']",['United States of America'],2011,78054825,100.0,['English'],Released,There are no clean getaways.,Drive,7.4,3725,Drive,"['Ryan Gosling', 'Carey Mulligan', 'Bryan Cranston']",Nicolas Winding Refn
15000000,"['Drama', 'Thriller', 'War']",http://www.thehurtlocker-movie.com/,12162,"['sniper', 'explosive', 'loyalty']",en,The Hurt Locker,"Forced to play a dangerous game of cat-and-mouse in the chaos of war, an elite Army bomb squad unit must come together in a city where everyone is a potential enemy and every object could be a deadly bomb.",47.006162,"['Summit Entertainment', 'Kingsgate Films', 'Grosvenor Park Media Ltd.']",['United States of America'],2008,42000000,131.0,"['English', 'العربية', 'Türkçe']",Released,You'll know when you're in it.,The Hurt Locker,7.2,1840,The Hurt Locker,"['Jeremy Renner', 'Anthony Mackie', 'Brian Geraghty']",Kathryn Bigelow
15000000,"['Comedy', 'Crime']",http://www.biglebowskibluray.com/splash.php,115,"['white russian', 'dude', 'bowling']",en,The Big Lebowski,"Jeffrey ""The Dude"" Lebowski, a Los Angeles slacker who only wants to bowl and drink white Russians, is mistaken for another Jeffrey Lebowski, a wheelchair-bound millionaire, and finds himself dragged into a strange series of events involving nihilists, adult film producers, ferrets, errant toes, and large sums of money.",49.230089,"['Gramercy Pictures', 'PolyGram Filmed Entertainment', 'Working Title Films']","['United Kingdom', 'United States of America']",1998,46189568,117.0,"['English', 'עִבְרִית', 'Español']",Released,Times like these call for a Big Lebowski.,The Big Lebowski,7.8,2926,The Big Lebowski,"['Jeff Bridges', 'John Goodman', 'Julianne Moore']",Joel Coen
14600000,"['Romance', 'Fantasy', 'Drama']",Unknown,137,"['deja vu', 'groundhog', 'weather forecast']",en,Groundhog Day,"A narcissistic TV weatherman, along with his attractive-but-distant producer and mawkish cameraman, is sent to report on Groundhog Day in the small town of Punxsutawney, where he finds himself repeating the same day over and over.",52.744331,['Columbia Pictures'],['United States of America'],1993,70906973,101.0,"['English', 'Français', 'Italiano']",Released,"He's having the worst day of his life... over, and over...",Groundhog Day,7.4,2301,Groundhog Day,"['Bill Murray', 'Andie MacDowell', 'Chris Elliott']",Harold Ramis
15000000,"['Drama', 'Romance']",http://www.foxsearchlight.com/slumdogmillionaire,12405,"['slum', 'indian lead', 'cheating']",en,Slumdog Millionaire,"Jamal Malik is an impoverished Indian teen who becomes a contestant on the Hindi version of ‘Who Wants to Be a Millionaire?’ but, after he wins, he is suspected of cheating.",59.258969,"['Fox Searchlight Pictures', 'Celador Films', 'Warner Bros.']","['India', 'United Kingdom', 'United States of America']",2008,377910544,120.0,"['Français', 'हिन्दी', 'English']",Released,"What does it take to find a lost love? A. Money, B. Luck, C. Smarts, D. Destiny",Slumdog Millionaire,7.6,2827,Slumdog Millionaire,"['Dev Patel', 'Freida Pinto', 'Anil Kapoor']",Danny Boyle
13000000,"['Drama', 'Thriller']",http://www.foxsearchlight.com/blackswan/,44214,"['dancing', 'competition', 'sex']",en,Black Swan,"A ballet dancer wins the lead in ""Swan Lake"" and is perfect for the role of the delicate White Swan - Princess Odette - but slowly loses her mind as she becomes more and more like Odile, the Black Swan.",91.285683,"['Fox Searchlight Pictures', 'Dune Entertainment', 'Protozoa Pictures']",['United States of America'],2010,327803731,108.0,"['English', 'Français', 'Italiano']",Released,"In the era of personal branding, the scariest possibility is that someone might be better at being you than you are.",Black Swan,7.3,4430,Black Swan,"['Natalie Portman', 'Mila Kunis', 'Vincent Cassel']",Darren Aronofsky
13000000,"['Drama', 'Crime']",Unknown,240,"['italo-american', 'cuba', 'vororte']",en,The Godfather: Part II,"In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.",105.792936,"['Paramount Pictures', 'The Coppola Company']",['United States of America'],1974,47542841,200.0,"['English', 'Italiano', 'Latin']",Released,"I don't feel I have to wipe everybody out, Tom. Just my enemies.",The Godfather: Part II,8.3,3338,The Godfather: Part II,"['Al Pacino', 'Robert Duvall', 'Diane Keaton']",Francis Ford Coppola
13000000,"['Science Fiction', 'Thriller']",Unknown,1954,"['amnesia', 'chaos theory', 'blackout']",en,The Butterfly Effect,"A young man struggles to access sublimated childhood memories. He finds a technique that allows him to travel back into the past, to occupy his childhood body and change history. However, he soon finds that every change he makes has unexpected consequences.",73.307513,"['New Line Cinema', 'FilmEngine', 'Katalyst Films']","['Canada', 'United States of America']",2004,96060858,113.0,['English'],Released,"Such minor changes, such huge consequences.",The Butterfly Effect,7.3,2060,The Butterfly Effect,"['Ashton Kutcher', 'Melora Walters', 'Amy Smart']",Eric Bress
15000000,"['Drama', 'Science Fiction']",http://exmachina-movie.com/,264660,"['dancing', 'artificial intelligence', 'distrust']",en,Ex Machina,"Caleb, a 26 year old coder at the world's largest internet company, wins a competition to spend a week at a private mountain retreat belonging to Nathan, the reclusive CEO of the company. But when Caleb arrives at the remote location he finds that he will have to participate in a strange and fascinating experiment in which he must interact with the world's first true artificial intelligence, housed in the body of a beautiful robot girl.",95.130041,"['DNA Films', 'Universal Pictures International (UPI)', 'Film4']",['United Kingdom'],2015,36869414,108.0,['English'],Released,There is nothing more human than the will to survive,Ex Machina,7.6,4737,Ex Machina,"['Domhnall Gleeson', 'Alicia Vikander', 'Oscar Isaac']",Alex Garland
6000000,"['Drama', 'Thriller']",http://www.roomthemovie.com,264644,"['based on novel', 'carpet', 'isolation']",en,Room,Jack is a young boy of 5 years old who has lived all his life in one room. He believes everything within it are the only real things in the world. But what will happen when his Ma suddenly tells him that there are other things outside of Room?,66.11334,"['Téléfilm Canada', 'Film 4', 'Element Pictures']","['Canada', 'Ireland']",2015,35401758,117.0,['English'],Released,Love knows no boundaries,Room,8.1,2757,Room,"['Brie Larson', 'Jacob Tremblay', 'Joan Allen']",Lenny Abrahamson
13000000,"['Drama', 'Romance']",http://perks-of-being-a-wallflower.com/,84892,"['shyness', 'secret', 'narration']",en,The Perks of Being a Wallflower,"A coming-of-age story based on the best-selling novel by Stephen Chbosky, which follows 15-year-old freshman Charlie, an endearing and naive outsider who is taken under the wings of two seniors. A moving tale of love, loss, fear and hope - and the unforgettable friends that help us through life.",43.444135,"['Summit Entertainment', 'Mr. Mudd Production']",['United States of America'],2012,33400000,102.0,['English'],Released,We are infinite.,The Perks of Being a Wallflower,7.7,2968,The Perks of Being a Wallflower,"['Logan Lerman', 'Emma Watson', 'Ezra Miller']",Stephen Chbosky
8000000,"['Drama', 'Horror', 'Thriller']",http://theexorcist.warnerbros.com/,9552,"['exorcism', 'holy water', 'religion and supernatural']",en,The Exorcist,"12-year-old Regan MacNeil begins to adapt an explicit new personality as strange events befall the local area of Georgetown. Her mother becomes torn between science and superstition in a desperate bid to save her daughter, and ultimately turns to her last hope: Father Damien Karras, a troubled priest who is struggling with his own faith.",47.584643,"['Warner Bros.', 'Hoya Productions']",['United States of America'],1973,441306145,122.0,"['Deutsch', 'Français', 'Latin']",Released,"Something almost beyond comprehension is happening to a girl on this street, in this house... and a man has been sent for as a last resort. This man is The Exorcist.",The Exorcist,7.5,2005,The Exorcist,"['Linda Blair', 'Max von Sydow', 'Ellen Burstyn']",William Friedkin
7000000,"['Horror', 'Thriller', 'Adventure']",http://www.jaws25.com/,578,"['fishing', 'atlantic ocean', 'bathing']",en,Jaws,"An insatiable great white shark terrorizes the townspeople of Amity Island, The police chief, an oceanographer and a grizzled shark hunter seek to destroy the bloodthirsty beast.",50.152327,"['Universal Pictures', 'Zanuck/Brown Productions']",['United States of America'],1975,470654000,124.0,['English'],Released,Don't go in the water.,Jaws,7.5,2542,Jaws,"['Roy Scheider', 'Robert Shaw', 'Richard Dreyfuss']",Steven Spielberg
11000000,"['Comedy', 'Romance']",Unknown,2105,"['graduation', 'innocence', 'coming of age']",en,American Pie,"At a high-school party, four friends find that losing their collective virginity isn't as easy as they had thought. But they still believe that they need to do so before college. To motivate themselves, they enter a pact to all ""score."" by their senior prom.",60.767168,"['Universal Pictures', 'Summit Entertainment', 'Newmarket Capital Group']",['United States of America'],1999,235483004,95.0,['English'],Released,There's nothing like your first piece.,American Pie,6.4,2296,American Pie,"['Jason Biggs', 'Chris Klein', 'Thomas Ian Nicholas']",Chris Weitz
15000000,"['Science Fiction', 'Drama', 'Thriller']",Unknown,76726,"['seattle', 'telekinesis', 'friendship']",en,Chronicle,"Three high school students make an incredible discovery, leading to their developing uncanny powers beyond their understanding. As they learn to control their abilities and use them to their advantage, their lives start to spin out of control, and their darker sides begin to take over.",64.504747,"['Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Davis Entertainment']",['United States of America'],2012,145000000,84.0,['English'],Released,What are you capable of?,Chronicle,6.6,1935,Chronicle,"['Dane DeHaan', 'Alex Russell', 'Michael B. Jordan']",Josh Trank
12000000,"['Romance', 'Drama']",Unknown,222935,"['amsterdam', 'based on novel', 'support group']",en,The Fault in Our Stars,"Despite the tumor-shrinking medical miracle that has bought her a few years, Hazel has never been anything but terminal, her final chapter inscribed upon diagnosis. But when a patient named Augustus Waters suddenly appears at Cancer Kid Support Group, Hazel's story is about to be completely rewritten.",74.358971,"['Fox 2000 Pictures', 'Temple Hill Entertainment', 'TSG Entertainment']",['United States of America'],2014,307166834,125.0,['English'],Released,One Sick Love Story,The Fault in Our Stars,7.6,3759,The Fault in Our Stars,"['Shailene Woodley', 'Ansel Elgort', 'Nat Wolff']",Josh Boone
12000000,"['Drama', 'Mystery', 'Romance']",Unknown,286565,"['friendship', 'high school', 'teenager']",en,Paper Towns,"Quentin Jacobsen has spent a lifetime loving the magnificently adventurous Margo Roth Spiegelman from afar. So when she cracks open a window and climbs back into his life-dressed like a ninja and summoning him for an ingenious campaign of revenge-he follows. After their all-nighter ends and a new day breaks, Q arrives at school to discover that Margo, always an enigma, has now become a mystery. But Q soon learns that there are clues-and they're for him. Urged down a disconnected path, the closer he gets, the less Q sees of the girl he thought he knew.",64.610671,['Fox 2000 Pictures'],['United States of America'],2015,85512300,109.0,['English'],Released,Get Lost. Get Found.,Paper Towns,6.1,1937,Paper Towns,"['Nat Wolff', 'Cara Delevingne', 'Justice Smith']",Jake Schreier
0,"['Comedy', 'Drama', 'Science Fiction']",Unknown,122906,"['london england', 'father son relationship', 'time travel']",en,About Time,"The night after another unsatisfactory New Year party, Tim's father tells his son that the men in his family have always had the ability to travel through time. Tim can't change history, but he can change what happens and has happened in his own life – so he decides to make his world a better place... by getting a girlfriend. Sadly, that turns out not to be as easy as he thinks.",74.817641,"['Working Title Films', 'Translux']",['United Kingdom'],2013,87100449,123.0,['English'],Released,What if every moment in life came with a second chance?,About Time,7.8,2067,About Time,"['Domhnall Gleeson', 'Rachel McAdams', 'Bill Nighy']",Richard Curtis
10000000,"['Thriller', 'Crime']",Unknown,107,"['gypsy', 'bare knuckle boxing', 'slang']",en,Snatch,"The second film from British director Guy Ritchie. Snatch tells an obscure story similar to his first fast-paced crazy character-colliding filled film “Lock, Stock and Two Smoking Barrels.” There are two overlapping stories here – one is the search for a stolen diamond, and the other about a boxing promoter who’s having trouble with a psychotic gangster.",53.595686,"['Columbia Pictures Corporation', 'Screen Gems', 'SKA Films']","['United Kingdom', 'United States of America']",2000,83557872,103.0,"['English', 'Pусский']",Released,Stealin' Stones and Breakin' Bones.,Snatch,7.7,2912,Snatch,"['Jason Statham', 'Brad Pitt', 'Vinnie Jones']",Guy Ritchie
11000000,"['Adventure', 'Action', 'Science Fiction']",http://www.starwars.com/films/star-wars-episode-iv-a-new-hope,11,"['android', 'galaxy', 'hermit']",en,Star Wars,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,126.393695,"['Lucasfilm', 'Twentieth Century Fox Film Corporation']",['United States of America'],1977,775398007,121.0,['English'],Released,"A long time ago in a galaxy far, far away...",Star Wars,8.1,6624,Star Wars,"['Mark Hamill', 'Harrison Ford', 'Carrie Fisher']",George Lucas
10500000,"['Science Fiction', 'Mystery', 'Adventure']",Unknown,62,"['moon', 'jupiter', 'artificial intelligence']",en,2001: A Space Odyssey,"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.",86.201184,"['Stanley Kubrick Productions', 'Metro-Goldwyn-Mayer (MGM)']","['United States of America', 'United Kingdom']",1968,68700000,149.0,"['English', 'Pусский']",Released,An epic drama of adventure and exploration,2001: A Space Odyssey,7.9,2998,2001: A Space Odyssey,"['Keir Dullea', 'Gary Lockwood', 'William Sylvester']",Stanley Kubrick
10500000,"['Science Fiction', 'Adventure', 'Family']",http://www.et20.com/,601,"['farewell', 'homesickness', 'nasa']",en,E.T. the Extra-Terrestrial,"After a gentle alien becomes stranded on Earth, the being is discovered and befriended by a young boy named Elliott. Bringing the extraterrestrial into his suburban California house, Elliott introduces E.T., as the alien is dubbed, to his brother and his little sister, Gertie, and the children decide to keep its existence a secret. Soon, however, E.T. falls ill, resulting in government intervention and a dire situation for both Elliott and the alien.",56.105798,"['Universal Pictures', 'Amblin Entertainment']",['United States of America'],1982,792910554,115.0,['English'],Released,He is afraid. He is alone. He is three million light years from home.,E.T. the Extra-Terrestrial,7.3,3269,E.T. the Extra-Terrestrial,"['Henry Thomas', 'Drew Barrymore', 'Robert MacNaughton']",Steven Spielberg
10000000,['Drama'],http://www.miramax.com/movie/good-will-hunting,489,"['baseball', 'boston', 'professor']",en,Good Will Hunting,"Will Hunting has a genius-level IQ but chooses to work as a janitor at MIT. When he solves a difficult graduate-level math problem, his talents are discovered by Professor Gerald Lambeau, who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer, Professor Lambeau makes a deal to get leniency for him if he will get treatment from therapist Sean Maguire.",43.734886,"['Miramax Films', 'Lawrence Bender Productions', 'Be Gentlemen Limited Partnership']","['Canada', 'United States of America']",1997,225933435,126.0,['English'],Released,"Some people can never believe in themselves, until someone believes in them.",Good Will Hunting,7.9,2811,Good Will Hunting,"['Robin Williams', 'Matt Damon', 'Ben Affleck']",Gus Van Sant
20000000,['Drama'],http://www.historyx.com/,73,"['usa', 'neo-nazi', 'prison']",en,American History X,"Derek Vineyard is paroled after serving 3 years in prison for killing two thugs who tried to break into/steal his truck. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.",73.567232,"['New Line Cinema', 'The Turman-Morrissey Company', 'Savoy Pictures']",['United States of America'],1998,23875127,119.0,['English'],Released,Some Legacies Must End.,American History X,8.2,3016,American History X,"['Edward Norton', 'Edward Furlong', ""Beverly D'Angelo""]",Tony Kaye
11000000,"['Horror', 'Action', 'Thriller']",https://www.facebook.com/alienanthology/,348,"['android', 'countdown', 'space marine']",en,Alien,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.",94.184658,"['Twentieth Century Fox Film Corporation', 'Brandywine Productions']","['United States of America', 'United Kingdom']",1979,104931801,117.0,"['English', 'Español']",Released,In space no one can hear you scream.,Alien,7.9,4470,Alien,"['Tom Skerritt', 'Sigourney Weaver', 'Veronica Cartwright']",Ridley Scott
9000000,"['Horror', 'Thriller']",Unknown,238636,"['bus', 'assault rifle', 'sniper']",en,The Purge: Anarchy,"Three groups of people are trying to survive Purge Night, when their stories intertwine and are left stranded in The Purge trying to survive the chaos and violence that occurs.",82.975841,"['Universal Pictures', 'Why Not Productions', 'Platinum Dunes']","['France', 'United States of America']",2014,108782847,104.0,['English'],Released,"Welcome to America, where one night a year, all crime Is legal.",The Purge: Anarchy,6.6,1954,The Purge: Anarchy,"['Frank Grillo', 'Carmen Ejogo', 'Zach Gilford']",James DeMonaco
8000000,"['Thriller', 'Crime']",Unknown,680,"['transporter', 'brothel', 'drug dealer']",en,Pulp Fiction,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",121.463076,"['Miramax Films', 'A Band Apart', 'Jersey Films']",['United States of America'],1994,213928762,154.0,"['English', 'Español', 'Français']",Released,Just because you are a character doesn't mean you have character.,Pulp Fiction,8.3,8428,Pulp Fiction,"['John Travolta', 'Samuel L. Jackson', 'Uma Thurman']",Quentin Tarantino
8500000,"['Crime', 'Drama', 'Thriller']",http://nightcrawlerfilm.com/,242582,"['journalism', 'underground', 'tv station']",en,Nightcrawler,"When Lou Bloom, desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story. Aiding him in his effort is Nina, a TV-news veteran.",89.095538,"['Bold Films', 'Sierra / Affinity']",['United States of America'],2014,38697217,117.0,['English'],Released,The city shines brightest at night,Nightcrawler,7.6,3395,Nightcrawler,"['Jake Gyllenhaal', 'Rene Russo', 'Riz Ahmed']",Dan Gilroy
7000000,"['Thriller', 'Drama', 'Crime']",Unknown,1359,"['based on novel', 'wall street', 'psychopath']",en,American Psycho,"A wealthy New York investment banking executive hides his alternate psychopathic ego from his co-workers and friends as he escalates deeper into his illogical, gratuitous fantasies.",45.310443,"['Lions Gate Films', 'Edward R. Pressman Film', 'Muse Productions']","['Canada', 'United States of America']",2000,34266564,102.0,"['English', 'Español', '广州话 / 廣州話']",Released,I think my mask of sanity is about to slip.,American Psycho,7.3,2066,American Psycho,"['Christian Bale', 'Willem Dafoe', 'Jared Leto']",Mary Harron
8000000,['Comedy'],http://letsnotandsaywedid.com/,37735,"['lie', 'high school', 'school']",en,Easy A,"After a little white lie about losing her virginity gets out, a clean cut high school girl sees her life paralleling Hester Prynne's in ""The Scarlet Letter,"" which she is currently studying in school - until she decides to use the rumor mill to advance her social and financial standing.",45.395839,"['Screen Gems', 'Olive Bridge Entertainment']",['United States of America'],2010,74952305,92.0,['English'],Released,The rumour-filled totally false account of how I ruined my flawless reputation.,Easy A,6.7,2210,Easy A,"['Emma Stone', 'Stanley Tucci', 'Amanda Bynes']",Will Gluck
7500000,"['Comedy', 'Drama', 'Romance']",http://www.foxsearchlight.com/juno/,7326,"['sexuality', 'becoming an adult', 'puberty']",en,Juno,"A young girl named Juno gets herself pregnant and tries to stand on her own, but soon learns a few lessons about being grown up.",19.782725,"['Fox Searchlight Pictures', 'Mandate Pictures']",['United States of America'],2007,231411584,96.0,['English'],Released,A comedy about growing up... and the bumps along the way.,Juno,7.0,2244,Juno,"['Ellen Page', 'Michael Cera', 'Jennifer Garner']",Jason Reitman
