budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,tittle,cast,director
0,"['Drama', 'Mystery', 'Thriller']",Unknown,69640,"['suicide', 'family secrets', 'blind']",en,Lies in Plain Sight,"“Lies in Plain Sight” tells the story of Eva and her blind cousin Sofia (Martha Higareda), who were inseparable as children, with Eva the loyal companion who helped Sofia through her tough adolescent years. When Eva suddenly commits suicide, Sofia rushes home to her father, Hector (Benito Martinez), and Eva’s parents, Marisol (Rosie Perez) and Rafael (Yul Vásquez), to find answers. But the more she delves into Eva’s life, questioning her past boyfriends Ethan (Chad Michael Murray) and Christian (Christoph Sanders), the more Sofia realizes that their childhood was actually filled with dark, disturbing secrets.",0.47909,Unknown,Unknown,2010,0,88.0,['English'],Released,Unknown,Lies in Plain Sight,4.5,4,Lies in Plain Sight,"['Martha Higareda', 'Chad Michael Murray', 'Yul Vazquez']",Patricia Cardoso
0,Unknown,Unknown,371085,Unknown,en,Sharkskin,"The Post War II story of Manhattan born Mike Esposito, a practiced tailor of custom mens clothing; a man of dignity and honor, whose developing involvements with the Italian mob wraps him up in a world of moral dilemma and clashing values.",0.027801,Unknown,Unknown,2015,0,0.0,Unknown,Released,Unknown,Sharkskin,0.0,0,Sharkskin,Unknown,Unknown
0,"['Thriller', 'Horror', 'Science Fiction']",http://www.containment-film.com/,347548,Unknown,en,Containment,Neighbors in a block wake one morning to find they have been sealed inside their apartments. Can they work together to find out why? Or will they destroy each other in their fight to escape?,2.122451,"['Bright Cold Day Films', 'Patchwork Productions', 'Bandoola Productions']",['United Kingdom'],2015,0,77.0,['English'],Released,No water. No power. No explanation. No escape.,Containment,5.1,36,Containment,"['Louise Brealey', 'Lee Ross', 'Sheila Reid']",Neil Mcenery-West
0,"['Adventure', 'Drama', 'Western']",Unknown,322443,Unknown,de,The Timber,"In the wild west, two brothers embark on a journey to collect a bounty in a desperate attempt to save their home: but what they find along the way is more than they bargained for.",0.803761,['ANA Media'],['United States of America'],2015,0,81.0,['English'],Released,"Fortunes will be made, lives will be lost.",The Timber,4.1,15,The Timber,"['James Ransone', 'Elisa Lasowski', 'Josh Peck']",Anthony O'Brien
2000000,"['Action', 'Thriller', 'Adventure']",http://www.mgm.com/view/movie/717/From-Russia-With-Love/,657,"['venice', 'london england', 'terror']",en,From Russia with Love,"Agent 007 is back in the second installment of the James Bond series, this time battling a secret crime organization known as SPECTRE. Russians Rosa Klebb and Kronsteen are out to snatch a decoding device known as the Lektor, using the ravishing Tatiana to lure Bond into helping them. Bond willingly travels to meet Tatiana in Istanbul, where he must rely on his wits to escape with his life in a series of deadly encounters with the enemy",41.298723,"['United Artists', 'Eon Productions', 'Danjaq']",['United Kingdom'],1963,78898765,115.0,"['English', 'Pусский', 'Türkçe']",Released,The world's masters of murder pull out all the stops to destroy Agent 007!,From Russia with Love,6.9,760,From Russia with Love,"['Sean Connery', 'Daniela Bianchi', 'Pedro Armendáriz']",Terence Young
0,"['Comedy', 'Horror', 'Action']",Unknown,28165,"['japan', 'new jersey', 'sequel']",en,The Toxic Avenger Part II,"The Toxic Avenger is lured to Tokyo, Japan by the evil corporation Apocalypse Inc. So while the Toxic Avenger is fighting crime in Tokyo, Apocalypse Inc. spread evil in Tromaville.",1.791331,['Troma Entertainment'],['United States of America'],1989,0,96.0,"['English', '日本語']",Released,Unknown,The Toxic Avenger Part II,5.3,39,The Toxic Avenger Part II,"['Ron Fazio', 'John Altamura', 'Phoebe Legere']",Lloyd Kaufman
2000000,"['Comedy', 'Romance', 'Science Fiction']",Unknown,11561,"['sex', 'revolution', 'future']",en,Sleeper,"Miles Monroe, a clarinet-playing health food store proprietor, is revived out of cryostasis 200 years into a future world in order to help rebels fight an oppressive government regime.",10.664202,['Rollins-Joffe Productions'],['United States of America'],1973,18344729,89.0,"['English', '']",Released,Woody Allen takes a nostalgic look at the future.,Sleeper,7.0,200,Sleeper,"['Woody Allen', 'Diane Keaton', 'John Beck']",Woody Allen
2000000,"['Horror', 'Thriller']",Unknown,270303,"['chase', 'supernatural', 'friends']",en,It Follows,"For 19-year-old Jay, fall should be about school, boys and weekends out at the lake. But a seemingly innocent physical encounter turns sour and gives her the inescapable sense that someone, or something, is following her. Faced with this burden, Jay and her teenage friends must find a way to escape the horror that seems to be only a few steps behind.",100.876794,"['Northern Lights Films', 'Animal Kingdom', 'Two Flints']",['United States of America'],2015,14674076,100.0,['English'],Released,"It doesn't think, it doesn't feel, it doesn't give up",It Follows,6.6,1832,It Follows,"['Maika Monroe', 'Keir Gilchrist', 'Daniel Zovatto']",David Robert Mitchell
2000000,['Comedy'],Unknown,11624,"['transsexuality', 'perversity', 'sperm']",en,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,"A collection of seven vignettes, which each address a question concerning human sexuality.",13.223111,['United Artists'],['United States of America'],1972,18016290,88.0,"['English', 'Italiano']",Released,Unknown,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,6.6,215,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,"['Woody Allen', 'John Carradine', 'Lou Jacobi']",Woody Allen
2000000,"['Crime', 'Drama']",Unknown,595,"['black people', 'based on novel', 'brother sister relationship']",en,To Kill a Mockingbird,"In a small Alabama town in the 1930s, scrupulously honest and highly respected lawyer, Atticus Finch puts his career on the line when he agrees to represent Tom Robinson, a black man accused of rape. The trial and the events surrounding it are seen through the eyes of Finch's six-year-old daughter, Scout. While Robinson's trial gives the movie its momentum, there are plenty of anecdotal occurrences before and after the court date: Scout's ever-strengthening bond with older brother, Jem, her friendship with precocious young Dill Harris, her father's no-nonsense reactions to such life-and-death crises as a rampaging mad dog, and especially Scout's reactions to, and relationship with, Boo Radley, the reclusive 'village idiot' who turns out to be her salvation when she is attacked by a venomous bigot.",22.139842,['Universal Pictures'],['United States of America'],1962,13129846,129.0,['English'],Released,Unknown,To Kill a Mockingbird,8.0,657,To Kill a Mockingbird,"['Gregory Peck', 'Brock Peters', 'James Anderson']",Robert Mulligan
2000000,"['Adventure', 'Action', 'Thriller']",Unknown,8810,"['explosive', 'boomerang', 'pilot']",en,Mad Max 2,"Max Rockatansky returns as the heroic loner who drives the dusty roads of a postapocalyptic Australian Outback in an unending search for gasoline. Arrayed against him and the other scraggly defendants of a fuel-depot encampment are the bizarre warriors commanded by the charismatic Lord Humungus, a violent leader whose scruples are as barren as the surrounding landscape.",37.117362,['Kennedy Miller Productions'],['Australia'],1981,24600832,95.0,['English'],Released,"When all that's left is one last chance, pray that he's still out there ... somewhere!",Mad Max 2: The Road Warrior,7.3,957,Mad Max 2: The Road Warrior,"['Mel Gibson', 'Bruce Spence', 'Michael Preston']",George Miller
0,"['Action', 'Comedy']",Unknown,12207,"['father son relationship', 'martial arts', 'showdown']",cn,醉拳二,"Returning home with his father after a shopping expedition, Wong Fei-Hong is unwittingly caught up in the battle between foreigners who wish to export ancient Chinese artifacts and loyalists who don't want the pieces to leave the country. Fei-Hong must fight against the foreigners using his Drunken Boxing style, and overcome his father's antagonism as well.",15.046612,"['Paragon Films Ltd.', 'Golden Harvest Company Ltd.']",['Hong Kong'],1994,0,102.0,['广州话 / 廣州話'],Released,He's got a secret weapon with a lot of kick.,The Legend of Drunken Master,7.2,242,The Legend of Drunken Master,"['Jackie Chan', 'Anita Mui', 'Ti Lung']",Liu Chia-Liang
2000000,"['Crime', 'Drama']",http://www.foxsearchlight.com/boysdontcry/,226,"['rape', 'sex', 'identity']",en,Boys Don't Cry,"Female born, Teena Brandon adopts his male identity of Brandon Teena and attempts to find himself and love in Nebraska.",15.557144,"['Fox Searchlight Pictures', 'The Independent Film Channel Productions', 'IFC Films']",['United States of America'],1999,11540607,118.0,['English'],Released,A true story about finding the courage to be yourself.,Boys Don't Cry,7.2,353,Boys Don't Cry,"['Hilary Swank', 'Chloë Sevigny', 'Peter Sarsgaard']",Kimberly Peirce
2000000,"['Horror', 'Mystery']",Unknown,92182,"['supernatural', 'remake', 'suspense']",en,Silent House,"Sarah returns with her father and uncle to fix up the family's longtime summerhouse after it was violated by squatters in the off-season. As they work in the dark, Sarah begins to hear sounds from within the walls of the boarded-up building. Although she barely remembers the place, Sarah senses the past may still haunt the home.",11.66632,"['Elle Driver', 'Tazora Films']","['France', 'United States of America']",2011,13101672,85.0,['English'],Released,"Experience 88 minutes of real fear, captured In real time",Silent House,5.2,125,Silent House,"['Elizabeth Olsen', 'Adam Trese', 'Eric Sheffer Stevens']",Chris Kentis
2000000,"['Drama', 'Thriller']",Unknown,582,"['germany', 'berlin', 'suicide']",de,Das Leben der Anderen,A tragic love story set in East Berlin with the backdrop of an undercover Stasi controlled culture. Stasi captain Wieler is ordered to follow author Dreyman and plunges deeper and deeper into his life until he reaches the threshold of doubting the system.,34.938177,"['Arte', 'Wiedemann & Berg Filmproduktion', 'Creado Film']",['Germany'],2006,70000000,137.0,['Deutsch'],Released,"Before the Fall of the Berlin Wall, East Germany's Secret Police Listened to Your Secrets.",The Lives of Others,7.9,958,The Lives of Others,"['Martina Gedeck', 'Ulrich Mühe', 'Sebastian Koch']",Florian Henckel von Donnersmarck
1000000,['Drama'],http://www.courageousthemovie.com,72213,"['father', 'faith']",en,Courageous,"As law enforcement officers, Adam Mitchell, Nathan Hayes, and their partners are confident and focused. They willingly stand up to the worst the streets have to offer. Yet at the end of the day, they face a challenge that none of them are truly prepared to tackle: fatherhood. They know that God desires to turn the hearts of fathers to their children, but their children are beginning to drift further and further away from them. When tragedy hits home, these men are left wrestling with their hopes, their fears, their faith, and their fathering. Can a new found urgency help these dads draw closer to God ... and to their children? COURAGEOUS is the fourth release of Sherwood Pictures, the movie making ministry of Sherwood Church in Albany, Georgia.",5.961119,"['TriStar Pictures', 'Provident Films', 'Affirm Films']",['United States of America'],2011,34522221,129.0,['English'],Released,Honor Begins at Home.,Courageous,6.8,77,Courageous,"['Alex Kendrick', 'Ken Bevel', 'Ben Davies']",Alex Kendrick
2000000,['Drama'],Unknown,990,"['suicide', 'gambling', 'manager']",en,The Hustler,Fast Eddie Felson is a small-time pool hustler with a lot of talent but a self-destructive attitude. His bravado causes him to challenge the legendary Minnesota Fats to a high-stakes match.,17.639478,"['Twentieth Century Fox Film Corporation', 'Rossen Films']",['United States of America'],1961,7600000,134.0,['English'],Released,They called him Fast Eddie. He was a winner. He was a loser. He was a hustler.,The Hustler,7.6,240,The Hustler,"['Paul Newman', 'Jackie Gleason', 'Piper Laurie']",Robert Rossen
2000000,"['Adventure', 'Drama', 'Romance']",Unknown,55604,"['partnership', 'oil', 'oil tycoon']",en,Boom Town,McMasters and Sand come to oil towns to get rich. Betsey comes West intending to marry Sand but marries McMasters instead. Getting rich and losing it all teaches McMasters and Sand the value of personal ties.,1.867004,['Metro-Goldwyn-Mayer (MGM)'],['United States of America'],1940,9172000,119.0,['English'],Released,Where Men Are Rough And Tough . . . And Like Their Women The Same Way !,Boom Town,6.5,8,Boom Town,"['Clark Gable', 'Spencer Tracy', 'Claudette Colbert']",Jack Conway
8000000,"['Adventure', 'Animation', 'Comedy']",http://www.sonyclassics.com/triplets/,9662,"['france', 'kidnapping', 'boy']",fr,Les triplettes de Belleville,"When her grandson is kidnapped during the Tour de France, Madame Souza and her beloved pooch Bruno team up with the Belleville Sisters--an aged song-and-dance team from the days of Fred Astaire--to rescue him.",13.944645,"['Sony Pictures Classics', 'Production Champion', 'Vivi Film']","['France', 'Belgium', 'Canada']",2003,1477676,80.0,"['Français', 'Português']",Released,Unknown,The Triplets of Belleville,7.3,231,The Triplets of Belleville,"['Béatrice Bonifassi', 'Lina Boudreau', 'Michèle Caucheteux']",Sylvain Chomet
0,"['Drama', 'Comedy']",Unknown,20862,Unknown,en,Smoke Signals,"Young Indian man Thomas is a nerd in his reservation, wearing oversize glasses and telling everyone stories no-one wants to hear. His parents died in a fire in 1976, and Thomas was saved by Arnold. Arnold soon left his family, and Victor hasn't seen his father for 10 years. When Victor hears Arnold has died, Thomas offers him funding for the trip to get Arnold's remains",2.304552,"['Miramax Films', 'ShadowCatcher Entertainment']","['Canada', 'United States of America']",1998,0,89.0,['English'],Released,Unknown,Smoke Signals,6.6,24,Smoke Signals,"['Adam Beach', 'Evan Adams', 'Irene Bedard']",Chris Eyre
0,"['Comedy', 'Drama']",http://www.newline.com/properties/americansplendor.html,2771,"['biography', 'independent film', 'v.a. hospital']",en,American Splendor,An original mix of fiction and reality illuminates the life of comic book hero everyman Harvey Pekar.,7.792851,Unknown,['United States of America'],2003,6003587,101.0,['English'],Released,Ordinary life is pretty complex stuff,American Splendor,7.1,120,American Splendor,"['Paul Giamatti', 'Hope Davis', 'Judah Friedlander']",Shari Springer Berman
2700000,"['Drama', 'Romance']",http://www.warnerbros.com/?site=beforesunset#/page=movies&pid=f-57b53b9e/BEFORE_SUNSET&asset=059437/Before_Sunset_-_Trailer_1A&type=video/,80,"['paris', 'journalist', 'dialogue']",en,Before Sunset,Nine years ago two strangers met by chance and spent a night in Vienna that ended before sunrise. They are about to meet for the first time since. Now they have one afternoon to find out if they belong together.,14.799323,"['Castle Rock Entertainment', 'Detour Film Production', 'Warner Independent Pictures (WIP)']",['United States of America'],2004,15992615,80.0,"['English', 'Français']",Released,What if you had a second chance with the one that got away?,Before Sunset,7.6,718,Before Sunset,"['Ethan Hawke', 'Julie Delpy', 'Vernon Dobtcheff']",Richard Linklater
2000000,"['Drama', 'Thriller']",Unknown,55,"['homeless person', 'mexico city', 'daughter']",es,Amores perros,Three different people in Mexico City are catapulted into dramatic and unforeseen circumstances in the wake of a terrible car crash: a young punk stumbles into the sinister underground world of dog fighting; an injured supermodel's designer pooch disappears into the apartment's floorboards; and an ex-radical turned hit man rescues a gunshot Rotweiler.,23.281616,"['Altavista Films', 'Zeta Film']",['Mexico'],2000,20908467,154.0,['Español'],Released,Love. Betrayal. Death.,Amores perros,7.6,521,Amores perros,"['Gael García Bernal', 'Vanessa Bauche', 'Goya Toledo']",Alejandro González Iñárritu
2000000,"['Crime', 'Drama']",Unknown,11023,"['cheating', 'dysfunctional family', 'teen angst']",en,Thirteen,"Tracy is a normal 13-year-old trying to make it in school. After befriending the most popular girl at school, Evie, Tracy's world is turned upside down when Evie introduces her to a world of sex, drugs and cash. But it isn't long before Tracy's new world and attitude finally takes a toll on her, her family, and old friends.",20.331593,"['Fox Searchlight Pictures', 'Sound for Film', 'Working Title Films']",['United States of America'],2003,4601043,100.0,"['English', 'Português', 'Español']",Released,It's happening so fast.,Thirteen,6.7,339,Thirteen,"['Evan Rachel Wood', 'Nikki Reed', 'Vanessa Hudgens']",Catherine Hardwicke
2000000,"['Drama', 'Romance']",Unknown,33667,"['anti semitism', 'soldier']",en,Gentleman's Agreement,A magazine writer poses as a Jew to expose anti-Semitism.,5.381536,['Twentieth Century Fox Film Corporation'],['United States of America'],1947,7800000,118.0,['English'],Released,Unknown,Gentleman's Agreement,6.8,47,Gentleman's Agreement,"['Gregory Peck', 'Dorothy McGuire', 'John Garfield']",Elia Kazan
2000000,['Drama'],http://www.wintersbonemovie.com/,39013,"['father', 'court', 'bail']",en,Winter's Bone,"17 year-old Ree Dolly sets out to track down her father, who put their house up for his bail bond and then disappeared. If she fails, Ree and her family will be turned out into the Ozark woods. Challenging her outlaw kin's code of silence and risking her life, Ree hacks through the lies, evasions and threats offered up by her relatives and begins to piece together the truth.",20.834883,"['Anonymous Content', ""Winter's Bone Productions""]",['United States of America'],2010,13831503,100.0,['English'],Released,Talking Just Causes Witnesses,Winter's Bone,6.8,565,Winter's Bone,"['Jennifer Lawrence', 'John Hawkes', 'Kevin Breznahan']",Debra Granik
0,"['Documentary', 'Action', 'Adventure']",Unknown,11194,"['wound', 'mountaineer', 'peru']",en,Touching the Void,"A documentary based on the book of the same name by Joe Simpson about Simpson's and Simon Yates' disastrous and near-fatal attempt to climb 6,344m Siula Grande in the Cordillera Huayhuash in the Peruvian Andes in 1985.",14.045887,"['Darlow Smithson Productions', 'UK Film Council', 'PBS']",['United Kingdom'],2003,13885802,106.0,['English'],Released,Unknown,Touching the Void,7.6,138,Touching the Void,"['Brendan Mackey', 'Nicholas Aaron', 'Richard Hawking']",Kevin Macdonald
2000000,"['Drama', 'Music', 'Romance']",Unknown,43839,"['dance', 'ragtime', 'concert tour']",en,Alexander's Ragtime Band,"Roger Grant, a classical violinist, disappoints his family and teacher when he organizes a jazz band, but he and the band become successful. Roger falls in love with his singer Stella, but his reluctance to lose her leads him to thwart her efforts to become a solo star. When the World War separates them in 1917, Stella marries Roger's best friend Charlie. Roger comes home after the war and an important concert at Carnegie Hall brings the corners of the romantic triangle together.",0.483974,['Twentieth Century Fox Film Corporation'],['United States of America'],1938,4000000,106.0,['English'],Released,An American Cavalcade!,Alexander's Ragtime Band,4.8,6,Alexander's Ragtime Band,"['Tyrone Power', 'Alice Faye', 'Don Ameche']",Henry King
0,"['Comedy', 'Drama']",http://www.meandyoumovie.com/,1382,"['brother brother relationship', 'playground', 'independent film']",en,Me and You and Everyone We Know,"The feature film debut by artist Miranda July about a various comic situations and plots that intertwine. One story line is about a father who is ending his marriage and the other story is of a video artist (possibly autobiographical of Miranda July, also played by her) who is desperately trying to get her work in a modern art museum. The film won Caméra d'Or at Cannes.",9.719094,['IFC Films'],['United States of America'],2005,0,90.0,['English'],Released,Unknown,Me and You and Everyone We Know,7.0,107,Me and You and Everyone We Know,"['Miranda July', 'John Hawkes', 'Brandon Ratcliff']",Miranda July
2000000,['Documentary'],http://www.sonyclassics.com/insidejob/,44639,"['corruption', 'capitalism', 'globalization']",en,Inside Job,"A film that exposes the shocking truth behind the economic crisis of 2008. The global financial meltdown, at a cost of over $20 trillion, resulted in millions of people losing their homes and jobs. Through extensive research and interviews with major financial insiders, politicians and journalists, Inside Job traces the rise of a rogue industry and unveils the corrosive relationships which have corrupted politics, regulation and academia.",16.930914,"['Sony Pictures Classics', 'Sony Pictures Home Entertainment']",['United States of America'],2010,7871522,109.0,['English'],Released,"The film that cost $20,000,000,000,000 to make.",Inside Job,7.7,286,Inside Job,"['Matt Damon', 'William Ackman', 'Barack Obama']",Charles Ferguson
6000000,"['Drama', 'Music', 'Romance']",Unknown,301351,['dj'],en,We Are Your Friends,"Young Cole Carter dreams of hitting the big time as a Hollywood disc jockey, spending his days and nights hanging with buddies and working on the one track that will set the world on fire. Opportunity comes knocking when he meets James Reed, a charismatic DJ who takes the 23-year-old under his wing. Soon, his seemingly clear path to success gets complicated when he starts falling for his mentor's girlfriend, jeopardizing his new friendship and the future he seems destined to fulfill.",28.819424,['Working Title Films'],"['United Kingdom', 'United States of America', 'France']",2015,11122090,96.0,"['English', 'Italiano']",Released,The world is yours.,We Are Your Friends,6.3,658,We Are Your Friends,"['Zac Efron', 'Emily Ratajkowski', 'Wes Bentley']",Max Joseph
0,"['Crime', 'Drama']",Unknown,4816,"['deportation', 'hitman', 'mission of murder']",en,Ghost Dog: The Way of the Samurai,An African-American Mafia hit man who models himself after the samurai of old finds himself targeted for death by the mob.,18.223139,"['Bac Films', 'Pandora Filmproduktion', 'Degeto Film']",['United States of America'],1999,0,116.0,['English'],Released,All assassins live beyond the law … only one follows the code,Ghost Dog: The Way of the Samurai,7.2,298,Ghost Dog: The Way of the Samurai,"['Forest Whitaker', 'Cliff Gorman', 'Tricia Vessey']",Jim Jarmusch
2000000,"['Crime', 'Drama', 'Thriller']",http://www.harshtimes.com/,7873,"['watching a movie', 'playing pool', 'vinegar']",en,Harsh Times,"Jim Davis is an ex-Army Ranger who finds himself slipping back into his old life of petty crime after a job offer from the LAPD evaporates. His best friend is pressured by his girlfriend Sylvia to find a job, but Jim is more interested in hanging out and making cash from small heists, while trying to get a law enforcement job so he can marry his Mexican girlfriend.",12.999023,['The Weinstein Company'],['United States of America'],2005,5967038,120.0,"['English', 'Español', '한국어/조선말']",Released,Take A Ride To The Edge,Harsh Times,6.3,197,Harsh Times,"['Christian Bale', 'Freddy Rodríguez', 'Eva Longoria']",David Ayer
2000000,"['Crime', 'Drama', 'Thriller']",Unknown,331190,"['hostage', 'based on true story', 'murder']",en,Captive,"Based on a miraculous true story that drew the attention of the entire nation, is the dramatic, thrilling, and spiritual journey of Ashley Smith and Brian Nichols.  After being taken hostage by Brian in her own apartment, Ashley turns to Rick Warren’s inspirational book, The Purpose Driven Life, for guidance.  In reading from the book, Ashley not only finds purpose in her own life, but helps Brian find a more peaceful resolution to a harrowing situation.",6.728882,"['Itaca Films', 'BN Films', 'Brightside Entertainment']",['United States of America'],2015,2801508,97.0,['English'],Released,Faith. Redemption. Survival.,Captive,5.6,92,Captive,"['Kate Mara', 'David Oyelowo', 'Michael Kenneth Williams']",Jerry Jameson
2000000,"['Comedy', 'Drama', 'Romance']",Unknown,15186,['independent film'],en,Full Frontal,"A contemporary comedy set in Los Angeles, Full Frontal traces the complicated relationship among seven friends as they deal with the fragile connections that bind them together. Full Frontal takes place during a twenty-four hour period - a day in the life of missed connections.",1.95686,"['Miramax Films', 'Populist Pictures', 'Monophonic Inc.']",['United States of America'],2002,2506446,96.0,['English'],Released,Everybody Needs A Release,Full Frontal,4.8,26,Full Frontal,"['David Duchovny', 'Nicky Katt', 'Catherine Keener']",Steven Soderbergh
0,['Horror'],Unknown,17994,"['ax', 'possession', 'psychic power']",en,Witchboard,"Playing around with a Ouija board, a trio of friends succeeds in contacting the spirit of a young boy. Trouble begins when the evil spirit, Malfeitor, takes over one of their bodies.",7.151154,Unknown,"['United Kingdom', 'United States of America']",1986,0,98.0,['Deutsch'],Released,It's more than just a game.,Witchboard,5.9,58,Witchboard,"['Stephen Nichols', 'Tawny Kitaen', 'Todd Allen']",Kevin Tenney
2000000,"['Romance', 'Drama', 'Comedy']",http://www.shortbusthemovie.com,1378,"['gay', 'new york', 'free love']",en,Shortbus,"A group of New Yorkers caught up in their milieu converge at an underground salon infamous for its blend of art, music, politics, and carnality.. The characters converge in a weekly Brooklyn salon loosely inspired by various underground NYC gatherings that took place in the early 2000's.",14.846001,"['Fortissimo Films', 'Process Productions', 'Q Television']",['United States of America'],2006,5179037,101.0,['English'],Released,Open Your Mind. And Everything Else.,Shortbus,6.3,140,Shortbus,"['Sook-Yin Lee', 'Paul Dawson', 'PJ DeBoy']",John Cameron Mitchell
2000000,"['Drama', 'Animation', 'War']",http://waltzwithbashir.com,8885,"['israel', 'palestine', 'middle east']",he,Vals Im Bashir,"Much awarded animated documentary, in which director and Israeli army veteran Ari Folman interviews friends and former soldiers about their memories of  the 1982 Lebanon war and especially the Sabra and Shatila massacre in Beirut. The usage on animation enabled Folman to illustrate their personal memories and dreams.",14.08251,"[""Les Films d'Ici"", 'Bridgit Folman Film Gang', 'Razor Film Produktion']","['Israel', 'France', 'Germany']",2008,11125849,90.0,"['עִבְרִית', 'العربية', 'Deutsch']",Released,Unknown,Waltz with Bashir,7.8,291,Waltz with Bashir,"['Ari Folman', 'Ron Ben-Yishai', 'Dror Harazi']",Ari Folman
2000000,Unknown,Unknown,48382,Unknown,en,"The Book of Mormon Movie, Volume 1: The Journey","The story of Lehi and his wife Sariah and their four sons: Laman, Lemuel, Sam, and Nephi. Lehi leaves Jerusalem because he prophesied unto the people concerning the destruction of Jerusalem, and they sought his life. He journeys into the wilderness with his family. He sends Nephi and his brethren back to Jerusalem after the brass plates and the family of Ishmael. The sons and daughters of Lehi marry the sons and daughters of Ishmael. They take their families and continue into the wilderness. Ishmael dies in the wilderness. They come to the sea. Nephi's brethren rebel against him. He confounds them, and builds a ship. They cross the sea to the promised land in the Americas. Lehi dies in the promised land. Nephi's brethren rebel against him again. Nephi departs again into the wilderness.",0.031947,Unknown,Unknown,2003,1672730,120.0,Unknown,Released,"2600 years ago, one family began a remarkable journey and set the course for a latter-day faith. This is their story.","The Book of Mormon Movie, Volume 1: The Journey",5.0,2,"The Book of Mormon Movie, Volume 1: The Journey","['Kirby Heyborne', 'Michael Flynn']",Unknown
2000000,['Documentary'],http://www.noendinsightmovie.com,12901,"['white house', 'occupying power', 'independent film']",en,No End in Sight,"Chronological look at the fiasco in Iraq, especially decisions made in the spring of 2003 - and the backgrounds of those making decisions - immediately following the overthrow of Saddam: no occupation plan, an inadequate team to run the country, insufficient troops to keep order, and three edicts from the White House announced by Bremmer when he took over.",2.283796,Unknown,Unknown,2007,1431623,102.0,['English'],Released,The American Occupation of Iraq. The Inside Story From the Ultimate Insiders.,No End in Sight,7.2,23,No End in Sight,"['Campbell Scott', 'Gerald Burke', 'Ali Fadhil']",Charles Ferguson
2000000,"['Drama', 'Romance']",Unknown,250124,"['1970s', 'teenage girl', 'older man younger woman relationship']",en,The Diary of a Teenage Girl,"Minnie Goetze is a 15-year-old aspiring comic-book artist, coming of age in the haze of the 1970s in San Francisco. Insatiably curious about the world around her, Minnie is a pretty typical teenage girl. Oh, except that she’s sleeping with her mother’s boyfriend.",18.224326,"['Caviar Films', 'Cold Iron Pictures', 'Archer Gray']",['United States of America'],2015,1477002,98.0,['English'],Released,Some things are best kept secret.,The Diary of a Teenage Girl,6.8,279,The Diary of a Teenage Girl,"['Bel Powley', 'Kristen Wiig', 'Alexander Skarsgård']",Marielle Heller
2000000,['Documentary'],Unknown,14284,"['nasa', 'space mission', 'rocket']",en,In the Shadow of the Moon,"Archival material from the original NASA film footage – much of it seen for the first time – plus interviews with the surviving astronauts, including Jim Lovell, Dave Scott, John Young, Gene Cernan, Mike Collins, Buzz Aldrin, Alan Bean, Edgar Mitchell, Charlie Duke and Harrison Schmitt.",3.43159,"['Film4', 'Passion Pictures', 'Discovery Films']","['United Kingdom', 'United States of America']",2007,0,109.0,['Magyar'],Released,Unknown,In the Shadow of the Moon,7.6,31,In the Shadow of the Moon,"['Buzz Aldrin', 'Michael Collins', 'Alan Bean']",David Sington
0,"['Drama', 'Western']",http://meekscutoff.com/,57120,"['gold', 'oregon', 'thirst']",en,Meek's Cutoff,"Set in 1845, this drama follows a group of settlers as they embark on a punishing journey along the Oregon Trail. When their guide leads them astray, the expedition is forced to contend with the unforgiving conditions of the high plain desert.",4.749885,"['Film Science', 'Evenstar Films', 'Oscilloscope Laboratories']",['United States of America'],2010,876302,104.0,['English'],Released,The Road to Civilisation is Not Always Civilised,Meek's Cutoff,6.5,77,Meek's Cutoff,"['Michelle Williams', 'Bruce Greenwood', 'Will Patton']",Kelly Reichardt
2000000,"['History', 'Documentary']",Unknown,12228,"['usa', '1970s', 'sexual revolution']",en,Inside Deep Throat,"In 1972, a seemingly typical shoestring budget pornographic film was made in a Florida hotel, ""Deep Throat,"" starring Linda Lovelace. This film would surpass the wildest expectation of everyone involved to become one of the most successful independent films of all time. It caught the public imagination which met the spirit of the times, even as the self appointed guardians of public morality struggled to suppress it, and created, for a brief moment, a possible future where sexuality in film had a bold artistic potential. This film covers the story of the making of this controversial film, its stunning success, its hysterical opposition along with its dark side of mob influence and allegations of the on set mistreatment of the film's star. In short, the combined events would redefine the popular appeal of pornography, even as more cynical developments would lead it down other paths.",3.980072,Unknown,['United States of America'],2005,653621,92.0,['English'],Released,It was filmed in 6 days for 25 thousand dollars. The government didn't want you to see it. It was banned in 23 states. It has grossed over 600 million dollars. And it is the most profitable film in motion picture history.,Inside Deep Throat,6.8,31,Inside Deep Throat,"['Dennis Hopper', 'Peter Bart', 'Warren Beatty']",Fenton Bailey
